timestamp,src_ip,dst_ip,total_length_of_fwd_packets,total_length_of_bwd_packets,total_fwd_packets,total_backward_packets,flow_duration,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_std,average_packet_size,flow_bytes/s,flow_packets/s
2026-05-24 20:56:10.922840,192.168.1.15,104.21.44.11,2181,29206,44,47,480529,401.1168610958617,364.1414985970143,695.0911433871881,451.75041208442946,65317.59789731733,189.3746267134762
2026-05-24 21:00:10.922840,192.168.1.22,13.250.177.223,1621,36446,31,10,2854180,42.15178024601467,73.739528216184,279.2786192909125,56.071793260538904,13337.280760148275,14.364896397564275
2026-05-24 21:09:10.922840,192.168.1.15,8.8.8.8,4649,9608,14,49,1873462,657.1838098651411,50.54104945291305,336.9818208270636,70.10009707364716,7609.975542605081,33.62758358589606
2026-05-24 21:09:10.922840,192.168.1.22,13.250.177.223,4169,988,7,28,3741404,1184.2893700267966,113.28861975951402,237.6938164236081,82.71854197275348,1378.3595676917007,9.354776976771287
2026-05-24 21:12:10.922840,192.168.1.15,13.250.177.223,1087,48906,27,46,247199,1136.3721056104446,169.86441984016193,90.41733845860594,407.94269001381275,202237.87313055474,295.3086379799271
2026-05-24 21:15:10.922840,192.168.1.22,104.21.44.11,4573,18227,19,29,925113,557.4604252378601,179.09103530148454,622.9810080121783,688.9640809652257,24645.637884236847,51.88555344049862
2026-05-24 21:16:10.922840,192.168.1.15,142.250.190.46,1074,24116,27,4,3224215,205.42311690209772,81.99174255604767,473.0044003600283,360.2922841125547,7812.754422394288,9.614743433673002
2026-05-24 21:17:10.922840,192.168.1.15,104.21.44.11,4411,28941,16,19,1984324,62.061598953133554,291.4009117942034,134.6956444155647,421.47769593706465,16807.739058742423,17.63824859246776
2026-05-24 21:18:10.922840,192.168.1.105,8.8.8.8,2569,12056,34,29,4875313,194.62247442948615,249.80234332922848,283.16346743674137,354.0509022737912,2999.807396981486,12.922247248535632
2026-05-24 21:19:10.922840,192.168.1.22,104.21.44.11,2025,23697,19,21,2357693,248.54926862892452,103.3988182064804,661.5211958759271,1305.751728816347,10909.817351113992,16.965737269440933
2026-05-24 21:20:10.922840,192.168.1.105,142.250.190.46,3630,36493,24,3,2386219,466.87934120180194,456.1968014350667,570.0875011071563,1094.5567979503464,16814.46673586959,11.314971509320813
2026-05-24 21:23:10.922840,192.168.1.15,13.250.177.223,4669,49213,41,32,2685480,925.8283180874572,138.99119979382547,679.5974571939969,1039.6836942123778,20064.197089533343,27.18322236620641
2026-05-24 21:26:10.922840,192.168.1.105,8.8.8.8,3608,27466,23,37,588526,1063.6638078495116,209.33435246634454,226.5267500174738,1052.9006952064851,52799.70638510448,101.94961649952593
2026-05-24 21:27:10.922840,192.168.1.105,142.250.190.46,3649,33281,20,7,3830887,1343.1350121302528,139.6711631934251,165.24457826363764,124.16779814957656,9640.065081533336,7.047976095353373
2026-05-24 21:32:10.922840,192.168.1.15,8.8.8.8,2954,45850,33,26,347913,1428.3557479737208,86.67359084176428,413.67062395270494,1248.1941758777707,140276.44842245046,169.58262554144284
2026-05-24 21:45:10.922840,10.0.0.99,185.15.59.22,135,240,3,2,150000,45.0,0.0,0.0,75.0,2500.0,33.333333333333336
2026-05-24 21:46:10.922840,192.168.1.22,8.8.8.8,128,42935,46,18,3996280,1124.606980755191,461.16242866789133,731.4902739061409,526.7927958804835,10775.771467464741,16.01489385128169
2026-05-24 21:52:10.922840,192.168.1.15,8.8.8.8,3260,36441,12,36,995132,525.3859894371195,59.479272340702934,827.8040377028027,915.5705739491002,39895.20988170413,48.234807040674
2026-05-24 21:53:10.922840,192.168.1.105,104.21.44.11,3252,36642,33,9,1346092,1260.3058547493533,336.7552217397725,409.17852685198454,113.89549927705302,29636.904461210674,31.20143348300116
2026-05-24 21:55:10.922840,192.168.1.15,104.21.44.11,3876,5203,37,28,1907501,213.01383045330127,93.2416929648603,825.3873746414838,687.7906775850606,4759.630532303784,34.075997863172816
2026-05-24 21:55:10.922840,192.168.1.22,13.250.177.223,4535,33056,43,48,1172189,1063.7079979217792,355.518181329576,789.4982385677803,624.201401259142,32069.06053545973,77.63253195517106
2026-05-24 21:56:10.922840,192.168.1.22,104.21.44.11,4765,43168,37,48,301464,893.295408245842,239.35383657480216,103.47470868387614,1294.834359099754,159000.74304062838,281.9573813125282
2026-05-24 22:03:10.922840,192.168.1.105,13.250.177.223,2209,7424,30,28,3688621,1109.7406138618094,51.70070819869483,887.2252477253812,805.9966811369247,2611.5450733485495,15.724033453152275
2026-05-24 22:06:10.922840,192.168.1.105,104.21.44.11,926,6616,38,46,2631578,1104.8433993684746,20.98868568940701,16.31525297252477,1022.1297840055304,2865.961031745971,31.920011491204136
2026-05-24 22:07:10.922840,192.168.1.15,8.8.8.8,4297,5099,31,4,2856274,652.3940711776778,334.3647829489956,829.0291282398734,626.8004893471924,3289.600367471748,12.253726358185524
2026-05-24 22:08:10.922840,192.168.1.15,142.250.190.46,2836,4533,42,23,947635,1024.0690818258372,425.22008597997313,682.9002446650118,898.0003263933968,7776.200752399394,68.59181013786954
2026-05-24 22:11:10.922840,192.168.1.15,142.250.190.46,1340,1025,17,41,4772606,452.41896620645895,143.2535593150399,615.7127099021892,926.3210135864181,495.5364008677859,12.152689746440416
2026-05-24 22:12:10.922840,192.168.1.22,104.21.44.11,2869,15860,41,11,2985605,1075.60840957001,356.6245300161346,314.1442528510582,155.46567427906916,6273.100426881653,17.416905451323935
2026-05-24 22:13:10.922840,192.168.1.15,8.8.8.8,2096,12540,11,16,4571307,950.5272163037885,215.11756470998168,260.49607751105066,121.37032608410433,3201.7101454791814,5.906407073513111
2026-05-24 22:22:10.922840,192.168.1.105,8.8.8.8,4162,32919,4,37,2309899,637.7416248528467,283.09521309077394,639.0602132932908,120.60753017989816,16053.082840418563,17.749693817781644
2026-05-24 22:23:10.922840,192.168.1.15,13.250.177.223,558,29801,8,48,4686029,409.777679943164,277.88088421534377,652.2777322977921,60.12427972650477,6478.619743923906,11.950416866818365
2026-05-24 22:25:10.922840,192.168.1.15,13.250.177.223,4421,14098,45,40,1575213,463.4664766651578,106.36025662694976,534.6411810609306,428.9328759338065,11756.505310710361,53.96095639129438
2026-05-24 22:31:10.922840,192.168.1.22,8.8.8.8,4002,36878,29,21,765612,935.4058599355734,485.2639974191435,581.1123892980963,596.1808386227206,53395.19234285774,65.30723133911172
2026-05-24 22:35:10.922840,192.168.1.105,8.8.8.8,4870,47381,15,30,970652,673.6706201547879,146.53510092636785,182.90071403736624,586.8366692426363,53830.827114145955,46.36059061331971
2026-05-24 22:36:10.922840,192.168.1.22,13.250.177.223,4954,26111,34,9,3693909,189.6733075370527,328.2593755566492,26.426555826271905,1468.4199693635096,8409.790279078343,11.640784870444833
2026-05-24 22:36:10.922840,192.168.1.22,142.250.190.46,4530,17459,42,28,136060,370.14298362452104,498.8378657270567,315.38359867458917,256.7070047980176,161612.52388652068,514.4789063648391
2026-05-24 22:45:10.922840,10.0.0.99,185.15.59.22,135,240,3,2,150000,45.0,0.0,0.0,75.0,2500.0,33.333333333333336
2026-05-24 22:47:10.922840,192.168.1.105,13.250.177.223,4953,21616,5,35,1822375,563.5245538263148,128.3353077164884,77.76594804035662,965.6152492453799,14579.326428424445,21.94937924411825
2026-05-24 22:51:10.922840,192.168.1.22,142.250.190.46,4216,32410,16,14,3665180,756.9997648994212,224.7075204916888,394.8390843977812,1078.61379164536,9992.960782280816,8.18513688277247
2026-05-24 22:52:10.922840,192.168.1.22,142.250.190.46,153,8625,22,46,2541528,1362.8871083026404,486.9574833907624,367.46397907762685,1115.1820360302759,3453.8277760465357,26.755558073725727
2026-05-24 22:52:10.922840,192.168.1.105,104.21.44.11,416,707,47,42,362414,211.1177022931408,348.6173482422383,510.8723377763629,787.8964016013263,3098.666166318078,245.57550205014155
2026-05-24 22:58:10.922840,192.168.1.22,104.21.44.11,3069,13303,16,34,1371303,509.638184902941,393.1603888074,216.96877996977756,1224.0288025855396,11939.009832254433,36.46167185516257
2026-05-24 22:58:10.922840,192.168.1.15,142.250.190.46,3709,14173,34,23,4749400,825.9646371533416,238.48671234051122,833.2031497811013,240.94600998250021,3765.107171432181,12.001515980966017
2026-05-24 22:59:10.922840,192.168.1.15,8.8.8.8,2704,1677,46,20,3343178,496.8447955519264,421.65295843520795,598.2994090355112,396.646256908793,1310.4297766975017,19.74169487834629
2026-05-24 22:59:10.922840,192.168.1.15,142.250.190.46,3211,28644,34,5,4483014,998.8638526728533,80.59860514646779,781.7215344098229,714.8519151711723,7105.710577749702,8.69950439592649
2026-05-24 23:03:10.922840,192.168.1.22,8.8.8.8,2456,19380,32,14,4542669,830.9710078306424,372.044671795186,908.9383599674458,481.5929024740066,4806.86574346491,10.126205541279807
2026-05-24 23:08:10.922840,192.168.1.105,104.21.44.11,1013,35458,38,30,2340229,1068.6494649200702,85.9134024602869,433.21158954936527,1227.2058798150508,15584.372298608385,29.05698544885992
2026-05-24 23:09:10.922840,192.168.1.105,104.21.44.11,2533,34393,32,8,1896963,1293.7958478502294,372.14281821029255,589.7080915053689,1188.3426855173252,19465.851468900553,21.086336423008778
2026-05-24 23:14:10.922840,192.168.1.22,13.250.177.223,2143,7204,47,40,4953772,161.98933276560703,468.38741162847293,898.9559405092996,346.1510542342219,1886.8450142638783,17.562374691447246
2026-05-24 23:15:10.922840,192.168.1.22,104.21.44.11,1736,47564,34,4,4405564,735.4501706196043,391.23236914088005,424.9910471431001,750.7767132011716,11190.394691803365,8.625456354736874
2026-05-24 23:22:10.922840,192.168.1.105,13.250.177.223,709,49810,16,29,4425276,561.2628421962178,388.6766909122653,482.5768941411773,798.6107838366273,11416.011114335015,10.168857264496044
2026-05-24 23:25:10.922840,192.168.1.105,8.8.8.8,3847,24989,44,43,2525967,1401.7573418738316,234.57856134791197,665.2162392628582,1213.4742443027671,11415.826097490584,34.44225518385632
2026-05-24 23:25:10.922840,192.168.1.15,142.250.190.46,2837,22092,21,30,2128433,947.0869756124308,427.7482364105255,645.0894364436892,848.2709368645271,11712.372435495974,23.961289831533342
2026-05-24 23:29:10.922840,192.168.1.105,104.21.44.11,2482,13967,25,40,2151912,1082.516976132065,193.52863925599482,78.70014504514155,754.9517984520803,7643.899936428627,30.205696143708483
2026-05-24 23:34:10.922840,192.168.1.105,8.8.8.8,490,23540,6,42,3089042,119.76625320141954,405.26587598314006,489.1803667843101,1042.2556609417497,7779.110805226993,15.53879811281297
2026-05-24 23:39:10.922840,192.168.1.15,142.250.190.46,2566,8348,17,14,2856230,555.3194150404406,410.31721456319997,201.50098952691775,957.2387727789613,3821.1208481109716,10.853467682924695
2026-05-24 23:41:10.922840,192.168.1.15,8.8.8.8,3994,27116,33,14,792877,1288.3440943651053,221.84965093764018,734.1714961060846,153.17573437296915,39236.8551490332,59.27779466424174
2026-05-24 23:45:10.922840,10.0.0.99,185.15.59.22,135,240,3,2,150000,45.0,0.0,0.0,75.0,2500.0,33.333333333333336
2026-05-24 23:47:10.922840,192.168.1.15,13.250.177.223,2607,25111,3,43,2898939,940.5040674647101,248.2039377553128,26.081008777359163,1430.9607909781507,9561.42919875168,15.867874418882218
2026-05-24 23:50:10.922840,192.168.1.15,104.21.44.11,2353,32617,16,25,4591025,189.7492253720411,467.27049300206005,448.6033692742432,250.63881234480706,7617.035411482185,8.93046759710522
2026-05-24 23:59:10.922840,192.168.1.105,104.21.44.11,3046,47382,9,43,2702794,778.2258639960598,24.75089738354628,194.77354039970575,1325.876208754171,18657.72974188932,19.2393500947538
2026-05-25 00:01:10.922840,192.168.1.22,142.250.190.46,4250,45741,18,14,1711243,406.4620195629584,109.1045484570221,566.5669229538798,854.2961859431324,29213.267782541694,18.699857355150613
2026-05-25 00:03:10.922840,192.168.1.105,13.250.177.223,2732,37880,36,36,4534474,1067.4016782584144,249.36286000335363,60.06737278598657,910.9819163180057,8956.275854707734,15.878357666181346
2026-05-25 00:06:10.922840,192.168.1.15,142.250.190.46,891,49604,12,22,1721952,1228.6235009630964,402.7084303492473,333.6716140933085,1034.7857240633662,29324.278493244878,19.745033543327573
2026-05-25 00:16:10.922840,192.168.1.105,142.250.190.46,174,3420,24,27,2171352,1466.8695456675953,181.7550618002193,970.0263964699973,166.2707973775643,1655.189946171786,23.487670354691453
2026-05-25 00:21:10.922840,192.168.1.22,8.8.8.8,3802,48364,44,35,2909033,608.531210909158,301.4752159559357,570.1920547101142,137.3290701054313,17932.41946722502,27.15679058986268
2026-05-25 00:23:10.922840,192.168.1.15,13.250.177.223,1441,43506,21,49,3895180,143.8910963532119,137.1924601447741,228.24154420296475,870.7267160873404,11539.132979733928,17.97092817276737
2026-05-25 00:23:10.922840,192.168.1.105,142.250.190.46,1660,41457,6,35,1593214,138.55371815838004,340.2571619914079,662.8287324611777,168.28364213648058,27062.90554815612,25.73414494223626
2026-05-25 00:23:10.922840,192.168.1.22,8.8.8.8,925,47319,14,40,4384142,1115.3414333687972,246.75862302369757,695.43076309287,1405.0886270374974,11004.205611953263,12.317119290387948
2026-05-25 00:26:10.922840,192.168.1.22,13.250.177.223,3561,19252,41,47,4009453,822.0586350474647,369.17005253908536,482.6420275855502,1237.3604422546837,5689.803571709159,21.948131079227018
2026-05-25 00:29:10.922840,192.168.1.22,8.8.8.8,441,16809,47,22,3844242,277.54162596050617,14.098204119659979,617.8306032619803,1318.9437470006706,4487.230512543175,17.9489220501727
2026-05-25 00:31:10.922840,192.168.1.15,142.250.190.46,136,12678,29,41,664224,545.9252852109687,247.42361758920532,568.5894985176907,991.5992893431024,19291.684732861202,105.3861347978995
2026-05-25 00:42:10.922840,192.168.1.105,142.250.190.46,994,13895,26,22,3723543,748.2382035701286,287.63657686367685,344.7035652725988,496.33776753787276,3998.6110003295253,12.890948217866693
2026-05-25 00:45:10.922840,10.0.0.99,185.15.59.22,135,240,3,2,150000,45.0,0.0,0.0,75.0,2500.0,33.333333333333336
2026-05-25 00:55:10.922840,192.168.1.105,13.250.177.223,4297,4213,38,48,2199921,67.92829099843904,101.00920528254096,811.8251760998703,657.1079578251421,3868.3207260624363,39.09231286032544
2026-05-25 01:04:10.922840,192.168.1.15,8.8.8.8,3953,43820,41,30,2772081,1460.694117939606,430.4314027935423,518.954488125747,1426.021967218152,17233.623404222315,25.612527195273152
2026-05-25 01:05:10.922840,192.168.1.15,8.8.8.8,1850,39698,17,23,860350,524.9989083487827,168.283399419506,754.8739034807501,318.651432983633,48291.97419654792,46.49270645667461
2026-05-25 01:10:10.922840,192.168.1.22,104.21.44.11,1036,20008,26,46,412980,1203.1548398994037,403.29375305293553,807.3780060069864,794.876390062192,50956.46278270134,174.34258317594072
2026-05-25 01:11:10.922840,192.168.1.105,142.250.190.46,745,30527,26,23,694029,768.3876702224752,247.1547904080761,365.61665951286346,1096.9957930954886,45058.63587832785,70.60223708231212
2026-05-25 01:13:10.922840,192.168.1.15,142.250.190.46,1433,29926,3,27,338821,561.3968925787341,361.0345848594685,659.8455074656504,561.9991889606647,92553.29510272386,88.54232765973774
2026-05-25 01:17:10.922840,192.168.1.105,142.250.190.46,3257,14494,35,29,2838630,648.1861095841466,170.05323221869637,258.6575748729173,569.3025889672595,6253.3687025079,22.54608737313422
2026-05-25 01:18:10.922840,192.168.1.15,13.250.177.223,1020,27920,25,10,249779,834.965560291643,226.72396467105628,230.4493183318541,1387.5297113013805,115862.42238138514,140.12386950063856
2026-05-25 01:23:10.922840,192.168.1.22,104.21.44.11,1674,27487,23,32,3355503,635.9014686653793,232.45505648785252,139.66400556423233,620.6552373541575,8690.50035121411,16.390985196556223
2026-05-25 01:23:10.922840,192.168.1.105,142.250.190.46,138,26392,17,38,1715243,902.3312376321711,294.66568614520787,939.1444856383991,1032.441417516475,15467.19619319245,32.06542746421352
2026-05-25 01:25:10.922840,192.168.1.22,142.250.190.46,2355,12195,37,6,2918056,201.2305205802099,377.8771281134173,408.6766837846146,442.3109219075875,4986.196289584573,14.735837831761968
2026-05-25 01:26:10.922840,192.168.1.15,104.21.44.11,1696,41401,38,24,3826126,459.94378440377017,42.838103498092885,397.9914573144699,733.8917615883632,11263.873693652535,16.2043800962122
2026-05-25 01:26:10.922840,192.168.1.105,142.250.190.46,2112,4931,25,16,2886280,622.5915637579546,288.18638578621676,483.7430862203273,781.4611154205653,2440.1651953379437,14.205136022839087
2026-05-25 01:27:10.922840,192.168.1.15,13.250.177.223,271,29552,16,12,3335315,1345.377681698546,117.17065036898438,401.3067222768462,343.3262262793953,8941.584228176349,8.395009167050189
2026-05-25 01:28:10.922840,192.168.1.15,13.250.177.223,1740,31616,10,19,1202097,330.5285228807777,146.40055601470172,674.5581169768412,439.75654179378733,27748.176727834776,24.12450908703707
2026-05-25 01:29:10.922840,192.168.1.15,142.250.190.46,1385,23112,42,14,1166083,430.4069606720103,365.2529773865682,111.81416623590194,1351.2092903223866,21007.93854296821,48.02402573401722
2026-05-25 01:32:10.922840,192.168.1.105,142.250.190.46,3142,26655,29,25,572060,657.0386276398693,123.68890835131725,674.3822255151163,536.2888290153205,52087.19365101563,94.39569275950075
2026-05-25 01:33:10.922840,192.168.1.22,13.250.177.223,1033,3540,8,21,72507,419.94543305843484,34.31104293603035,987.4627969937504,1324.9553564276598,63069.77257368254,399.961383038879
2026-05-25 01:44:10.922840,192.168.1.22,13.250.177.223,4445,23999,6,43,4254402,802.8648643849591,376.61011690393474,845.7702020332816,1484.7827334072676,6685.780986375994,11.517482362973693
2026-05-25 01:45:10.922840,10.0.0.99,185.15.59.22,135,240,3,2,150000,45.0,0.0,0.0,75.0,2500.0,33.333333333333336
2026-05-25 01:57:10.922840,192.168.1.15,142.250.190.46,999,41823,6,32,2674749,1096.2277470381714,178.53926641326592,159.91799122626367,390.3939115012084,16009.726520133292,14.206940539093576
2026-05-25 02:03:10.922840,192.168.1.15,142.250.190.46,3626,7651,31,9,1577343,1096.2338140610016,414.59836626472685,965.6496963940958,1276.8801052688357,7149.364469237192,25.359100715570424
2026-05-25 02:07:10.922840,192.168.1.105,8.8.8.8,1038,16004,47,5,227770,115.43633362062322,183.91308382973492,104.40731206027351,86.53868749055097,74821.09145190324,228.3004785529262
2026-05-25 02:07:10.922840,192.168.1.15,142.250.190.46,2269,16663,26,20,1166618,150.5216018722897,61.18271386907418,599.2774353922076,596.4569765034233,16228.105515258638,39.430216231877104
2026-05-25 02:09:10.922840,192.168.1.15,8.8.8.8,620,29871,6,20,3211078,1293.8724859055058,425.5735251576587,963.8451479995842,913.2812367274654,9495.565040774469,8.096969304389367
2026-05-25 02:18:10.922840,192.168.1.105,8.8.8.8,1424,31510,34,6,4866854,1454.0645042818426,315.7592579092014,26.038393366072537,868.656426453522,6766.999790829969,8.21886171230943
2026-05-25 02:18:10.922840,192.168.1.15,8.8.8.8,350,7946,12,10,299220,858.5903106108669,222.58352219906965,70.83182722947963,191.1819959972706,27725.419423835305,73.5244970255999
2026-05-25 02:18:10.922840,192.168.1.22,142.250.190.46,377,43141,15,19,1972889,1321.1062681155436,52.638436968366484,347.5489857212027,509.566801562558,22058.007318201886,17.233610203108235
2026-05-25 02:21:10.922840,192.168.1.22,13.250.177.223,3104,4314,4,18,3043349,903.050242757434,53.308624022414165,561.4701081422847,260.72370400973097,2437.4463789726383,7.228878449366142
2026-05-25 02:25:10.922840,192.168.1.15,104.21.44.11,3217,9406,24,24,3699024,1466.4301534808574,122.61509564083303,23.545590613074296,1130.56137690171,3412.5217895315086,12.976395935792793
2026-05-25 02:25:10.922840,192.168.1.22,13.250.177.223,3053,35339,5,8,3318505,373.8680982212688,42.56702963037334,368.9341985935036,1407.1090099604112,11569.06498558839,3.9174266725528515
2026-05-25 02:29:10.922840,192.168.1.22,13.250.177.223,4775,2167,49,49,4701066,585.9247286387078,82.16502614052456,826.1069427768559,673.0263768649645,1476.6863515636667,20.84633570343407
2026-05-25 02:32:10.922840,192.168.1.105,142.250.190.46,3898,37912,45,33,871069,1441.797982431953,167.36945479161722,983.7315344485264,900.6046815113109,47998.49380473878,89.54514510331558
2026-05-25 02:35:10.922840,192.168.1.22,13.250.177.223,1236,45314,45,48,3712418,52.14711565170034,192.3648950709796,266.0056752234362,637.7217729380824,12538.997494355432,25.051058366811066
2026-05-25 02:36:10.922840,192.168.1.22,8.8.8.8,1084,27542,40,30,689447,404.937141740527,126.09732920425783,322.0870403029563,482.495058639478,41520.23288229552,101.53064702580474
2026-05-25 02:38:10.922840,192.168.1.105,104.21.44.11,1083,4226,43,36,3941586,1457.1877562982265,406.4215837429214,296.54512640329307,801.2123721584999,1346.919742459,20.042693474149747
